BP,Temp,CO2,Radiation
-248700,-7.395,203.342,432.027
-248600,-7.392,203.106,432.468
-248500,-7.37,202.871,432.909
-248400,-7.298,202.636,433.35
-248300,-7.182,202.401,433.791
-248200,-7.104,202.166,434.232
-248100,-7.117,201.931,434.673
-248000,-7.13,201.506,435.114
-247900,-7.13,201.053,435.677
-247800,-7.13,200.6,436.248
-247700,-6.994,200.146,436.819
-247600,-6.834,199.693,437.39
-247500,-6.725,199.24,437.961
-247400,-6.641,198.945,438.532
-247300,-6.676,198.828,439.103
-247200,-6.824,198.711,439.674
-247100,-6.944,198.594,440.245
-247000,-7.013,198.477,440.817
-246900,-7.047,198.359,441.474
-246800,-6.914,198.242,442.137
-246700,-6.78,198.125,442.8
-246600,-6.803,198.008,443.463
-246500,-6.827,197.891,444.126
-246400,-6.842,197.774,444.789
-246300,-6.856,197.657,445.452
-246200,-6.927,197.54,446.115
-246100,-7.024,197.423,446.778
-246000,-7.099,197.306,447.442
-245900,-7.154,197.188,448.138
-245800,-7.114,197.071,448.836
-245700,-6.892,196.954,449.534
-245600,-6.699,196.837,450.232
-245500,-6.637,196.72,450.93
-245400,-6.585,196.526,451.628
-245300,-6.651,196.316,452.326
-245200,-6.717,196.107,453.024
-245100,-6.833,195.897,453.722
-245000,-6.95,195.687,454.42
-244900,-7.008,195.478,455.091
-244800,-7.055,197.199,455.76
-244700,-7.054,200.054,456.429
-244600,-7.031,202.909,457.098
-244500,-7.001,205.763,457.767
-244400,-6.964,208.618,458.436
-244300,-6.919,211.473,459.105
-244200,-6.863,213.534,459.774
-244100,-6.769,211.097,460.443
-244000,-6.558,208.659,461.112
-243900,-6.344,206.221,461.687
-243800,-6.122,203.783,462.256
-243700,-5.896,201.346,462.825
-243600,-5.655,200.685,463.394
-243500,-5.432,201.6,463.963
-243400,-5.284,202.515,464.532
-243300,-5.14,203.429,465.101
-243200,-5.005,204.344,465.67
-243100,-4.951,205.259,466.239
-243000,-5,206.174,466.808
-242900,-5.217,207.089,467.218
-242800,-5.55,208.004,467.618
-242700,-5.682,208.918,468.018
-242600,-5.729,209.833,468.418
-242500,-5.764,210.748,468.818
-242400,-5.794,211.663,469.218
-242300,-5.825,212.578,469.618
-242200,-5.856,213.492,470.018
-242100,-5.967,214.407,470.418
-242000,-6.089,214.914,470.818
-241900,-6.15,215.23,470.999
-241800,-6.206,215.545,471.167
-241700,-6.018,215.86,471.335
-241600,-5.808,216.175,471.503
-241500,-5.512,216.491,471.671
-241400,-5.216,216.806,471.839
-241300,-4.991,217.121,472.007
-241200,-4.731,217.436,472.175
-241100,-4.362,217.751,472.343
-241000,-4.08,218.067,472.511
-240900,-3.893,218.382,472.421
-240800,-3.711,218.697,472.316
-240700,-3.542,219.012,472.211
-240600,-3.468,219.328,472.106
-240500,-3.329,221.653,472.001
-240400,-3.117,224.578,471.896
-240300,-2.811,227.504,471.791
-240200,-2.494,230.43,471.686
-240100,-2.182,233.402,471.581
-240000,-2.174,236.375,471.476
-239900,-2.123,239.347,471.094
-239800,-1.81,242.32,470.696
-239700,-1.482,245.293,470.298
-239600,-1.058,248.265,469.9
-239500,-0.524,250.281,469.502
-239400,-0.249,251.129,469.104
-239300,0.198,251.976,468.706
-239200,0.499,254.21,468.308
-239100,0.587,257.829,467.91
-239000,0.698,261.448,467.511
-238900,0.948,264.282,466.844
-238800,1.081,265.659,466.161
-238700,1.218,267.036,465.478
-238600,1.402,268.412,464.795
-238500,1.581,269.789,464.112
-238400,1.675,271.166,463.429
-238300,1.758,272.543,462.746
-238200,1.892,273.92,462.063
-238100,2.062,275.296,461.379
-238000,2.175,276.673,460.696
-237900,2.056,278.05,459.782
-237800,1.841,278.627,458.855
-237700,1.735,277.423,457.928
-237600,1.466,276.219,457.001
-237500,0.867,275.016,456.074
-237400,0.37,273.812,455.147
-237300,0.468,272.608,454.22
-237200,0.249,271.404,453.293
-237100,0.128,270.201,452.366
-237000,-0.137,268.997,451.439
-236900,-0.642,267.793,450.344
-236800,-0.901,266.589,449.24
-236700,-1.074,265.385,448.136
-236600,-1.158,264.182,447.032
-236500,-1.162,262.978,445.928
-236400,-1.117,261.774,444.824
-236300,-1.293,260.57,443.72
-236200,-1.418,259.557,442.616
-236100,-1.495,258.883,441.512
-236000,-1.816,258.208,440.407
-235900,-2.01,257.534,439.215
-235800,-2.115,256.859,438.018
-235700,-2.129,256.185,436.821
-235600,-2.203,255.51,435.624
-235500,-2.122,254.836,434.427
-235400,-1.921,254.161,433.23
-235300,-1.928,253.487,432.033
-235200,-2.185,252.735,430.836
-235100,-2.506,251.461,429.639
-235000,-2.734,250.188,428.442
-234900,-2.701,248.915,427.252
-234800,-2.547,247.642,426.063
-234700,-2.267,247.009,424.874
-234600,-2.23,246.527,423.685
-234500,-2.22,246.045,422.496
-234400,-2.254,245.859,421.307
-234300,-2.562,245.801,420.118
-234200,-2.716,245.743,418.929
-234100,-2.711,245.348,417.74
-234000,-2.396,243.994,416.55
-233900,-2.474,242.64,415.463
-233800,-2.66,241.285,414.381
-233700,-2.853,239.931,413.299
-233600,-3.108,239.53,412.217
-233500,-3.384,240.247,411.135
-233400,-3.68,240.964,410.053
-233300,-3.681,241.681,408.971
-233200,-3.608,242.397,407.889
-233100,-3.464,243.116,406.806
-233000,-3.635,243.924,405.724
-232900,-3.821,244.733,404.831
-232800,-3.892,245.541,403.948
-232700,-4.028,246.349,403.065
-232600,-4.174,247.158,402.182
-232500,-4.256,246.676,401.299
-232400,-4.261,245.641,400.416
-232300,-4.211,244.607,399.533
-232200,-4.316,243.572,398.65
-232100,-4.42,242.538,397.767
-232000,-4.519,241.503,396.884
-231900,-4.728,242.999,396.262
-231800,-4.935,244.775,395.654
-231700,-4.965,246.551,395.046
-231600,-5.006,248.328,394.438
-231500,-5.06,250.104,393.83
-231400,-5.109,251.88,393.222
-231300,-5.17,251.355,392.614
-231200,-5.3,250.324,392.006
-231100,-5.56,249.293,391.398
-231000,-5.974,248.262,390.79
-230900,-6.037,247.231,390.496
-230800,-5.964,246.2,390.218
-230700,-5.949,245.196,389.94
-230600,-5.963,245.074,389.662
-230500,-6.092,244.952,389.384
-230400,-6.097,244.83,389.106
-230300,-5.915,244.707,388.828
-230200,-5.959,244.585,388.55
-230100,-6.13,244.463,388.272
-230000,-6.243,244.341,387.994
-229900,-6.358,244.218,388.058
-229800,-6.56,244.096,388.14
-229700,-6.735,243.974,388.222
-229600,-6.833,243.852,388.304
-229500,-6.916,243.729,388.386
-229400,-6.98,243.607,388.468
-229300,-7.061,243.485,388.55
-229200,-7.157,243.363,388.632
-229100,-7.241,243.24,388.714
-229000,-7.32,243.118,388.796
-228900,-7.336,242.996,389.227
-228800,-7.331,242.874,389.675
-228700,-7.099,242.751,390.123
-228600,-6.821,242.629,390.571
-228500,-6.479,242.507,391.019
-228400,-6.174,242.385,391.467
-228300,-6.071,242.262,391.915
-228200,-6.124,242.14,392.363
-228100,-6.4,242.018,392.811
-228000,-6.61,241.896,393.259
-227900,-6.781,241.773,394.033
-227800,-6.95,241.016,394.823
-227700,-7.118,239.305,395.613
-227600,-7.157,237.595,396.403
-227500,-7.217,235.884,397.193
-227400,-7.442,234.174,397.983
-227300,-7.629,233.713,398.773
-227200,-7.67,233.491,399.563
-227100,-7.602,233.268,400.353
-227000,-7.253,233.045,401.143
-226900,-6.93,232.823,402.214
-226800,-6.648,232.6,403.298
-226700,-6.464,232.304,404.382
-226600,-6.35,231.343,405.466
-226500,-6.255,230.382,406.55
-226400,-6.142,229.421,407.634
-226300,-5.795,228.46,408.718
-226200,-5.612,227.499,409.802
-226100,-5.696,226.538,410.886
-226000,-6.084,225.576,411.97
-225900,-6.59,224.615,413.268
-225800,-6.228,226.497,414.576
-225700,-5.806,228.766,415.884
-225600,-5.215,231.035,417.192
-225500,-5.329,233.16,418.5
-225400,-5.875,233.827,419.808
-225300,-6.066,234.493,421.117
-225200,-6.203,234.855,422.425
-225100,-6.215,235.214,423.733
-225000,-6.107,235.573,425.041
-224900,-5.913,235.931,426.475
-224800,-6.284,236.29,427.915
-224700,-6.707,236.649,429.355
-224600,-7.002,236.363,430.795
-224500,-7.278,234.572,432.235
-224400,-7.521,232.782,433.675
-224300,-7.564,230.991,435.115
-224200,-7.414,229.201,436.556
-224100,-7.426,227.41,437.996
-224000,-7.528,225.62,439.436
-223900,-7.571,223.829,440.901
-223800,-7.598,222.039,442.367
-223700,-7.615,220.248,443.833
-223600,-7.621,218.457,445.299
-223500,-7.443,216.667,446.765
-223400,-7.254,214.541,448.231
-223300,-7.027,212.02,449.697
-223200,-6.919,209.5,451.163
-223100,-6.992,206.979,452.629
-223000,-6.936,204.459,454.095
-222900,-6.8,203.499,455.483
-222800,-6.638,203.67,456.867
-222700,-6.54,203.841,458.251
-222600,-6.995,204.012,459.635
-222500,-7.247,204.183,461.019
-222400,-7.125,204.354,462.404
-222300,-6.797,204.524,463.788
-222200,-6.299,204.695,465.172
-222100,-6.136,204.866,466.556
-222000,-6.056,205.037,467.94
-221900,-6.032,205.208,469.144
-221800,-6.071,205.379,470.34
-221700,-6.174,205.55,471.536
-221600,-5.98,205.769,472.732
-221500,-5.674,206.342,473.928
-221400,-5.146,206.916,475.124
-221300,-4.925,207.489,476.321
-221200,-4.899,208.063,477.517
-221100,-4.991,208.636,478.713
-221000,-4.823,208.588,479.909
-220900,-4.483,208.01,480.838
-220800,-4.387,207.431,481.755
-220700,-4.552,208.134,482.672
-220600,-4.853,209.691,483.589
-220500,-4.952,211.248,484.506
-220400,-4.761,212.806,485.423
-220300,-4.413,214.363,486.34
-220200,-4.276,215.92,487.257
-220100,-4.267,215.547,488.174
-220000,-4.32,214.75,489.091
-219900,-4.361,213.953,489.676
-219800,-3.841,213.156,490.246
-219700,-3.254,212.359,490.816
-219600,-2.859,213.892,491.386
-219500,-3.243,216.007,491.956
-219400,-3.253,218.122,492.526
-219300,-3.114,220.237,493.096
-219200,-2.976,222.353,493.666
-219100,-2.915,224.468,494.236
-219000,-2.923,226.583,494.806
-218900,-3.031,228.698,495.011
-218800,-3.203,230.813,495.2
-218700,-3.226,232.928,495.389
-218600,-2.85,235.043,495.578
-218500,-2.449,237.158,495.767
-218400,-2.175,239.273,495.956
-218300,-2.077,240.809,496.145
-218200,-1.987,241.545,496.334
-218100,-1.89,242.281,496.523
-218000,-1.944,243.016,496.712
-217900,-2.085,243.752,496.53
-217800,-2.036,244.488,496.332
-217700,-1.188,245.223,496.134
-217600,-1.197,246.488,495.936
-217500,-1.148,247.921,495.738
-217400,-1.062,249.353,495.54
-217300,-0.94,250.785,495.342
-217200,-0.942,251.336,495.144
-217100,-1.114,251.526,494.946
-217000,-1.189,251.631,494.748
-216900,-0.973,250.868,494.208
-216800,-1.044,250.104,493.654
-216700,-1.324,249.34,493.1
-216600,-1.859,248.577,492.546
-216500,-2.12,247.813,491.992
-216400,-2.13,247.012,491.438
-216300,-2.154,246.184,490.884
-216200,-2.383,245.357,490.33
-216100,-2.303,244.529,489.776
-216000,-1.974,243.701,489.222
-215900,-1.629,242.874,488.382
-215800,-1.548,242.037,487.53
-215700,-1.636,241.198,486.678
-215600,-1.198,240.359,485.826
-215500,-0.918,240.485,484.974
-215400,-1.006,240.685,484.122
-215300,-1.189,240.884,483.27
-215200,-1.345,241.083,482.418
-215100,-1.544,241.282,481.566
-215000,-1.556,241.853,480.713
-214900,-1.362,242.956,479.652
-214800,-1.302,244.06,478.582
-214700,-1.372,245.163,477.512
-214600,-1.565,246.267,476.442
-214500,-1.604,247.371,475.372
-214400,-1.473,248.474,474.302
-214300,-1.404,249.578,473.232
-214200,-1.445,250.681,472.161
-214100,-1.527,251.376,471.091
-214000,-1.531,251.707,470.021
-213900,-1.36,252.038,468.832
-213800,-1.449,252.369,467.638
-213700,-1.975,252.7,466.444
-213600,-1.888,253.032,465.25
-213500,-1.732,253.363,464.056
-213400,-1.711,253.694,462.862
-213300,-1.826,254.025,461.668
-213200,-1.867,254.356,460.474
-213100,-1.512,254.688,459.279
-213000,-1.645,255.019,458.085
-212900,-2.001,255.35,456.865
-212800,-1.76,255.681,455.644
-212700,-1.642,256.012,454.423
-212600,-1.825,256.344,453.202
-212500,-2.043,256.675,451.981
-212400,-2.089,257.006,450.76
-212300,-2.154,257.337,449.539
-212200,-1.841,257.057,448.318
-212100,-1.982,256.634,447.097
-212000,-2.01,256.211,445.876
-211900,-2.407,255.788,444.718
-211800,-2.734,255.364,443.563
-211700,-2.551,254.941,442.408
-211600,-2.286,254.518,441.253
-211500,-2.498,254.095,440.098
-211400,-2.551,253.672,438.943
-211300,-2.621,253.248,437.788
-211200,-2.658,252.825,436.633
-211100,-2.542,252.402,435.478
-211000,-2.205,251.866,434.323
-210900,-2.144,249.18,433.312
-210800,-2.292,247.2,432.307
-210700,-2.63,246.866,431.302
-210600,-2.849,246.531,430.297
-210500,-2.834,246.197,429.292
-210400,-2.665,245.863,428.287
-210300,-2.64,245.529,427.282
-210200,-2.53,245.195,426.277
-210100,-2.893,244.861,425.271
-210000,-3.325,244.513,424.266
-209900,-3.55,244.118,423.469
-209800,-3.504,243.724,422.679
-209700,-3.702,243.329,421.888
-209600,-3.607,242.934,421.098
-209500,-3.366,242.54,420.308
-209400,-3.084,242.161,419.518
-209300,-2.903,241.88,418.728
-209200,-3.053,241.598,417.938
-209100,-3.554,241.317,417.148
-209000,-3.614,241.036,416.358
-208900,-3.568,240.755,415.824
-208800,-3.598,240.474,415.299
-208700,-3.59,240.193,414.774
-208600,-3.659,239.912,414.249
-208500,-3.753,239.631,413.724
-208400,-3.771,239.35,413.199
-208300,-3.796,239.069,412.673
-208200,-4.304,238.788,412.148
-208100,-4.119,238.506,411.623
-208000,-4.063,238.225,411.098
-207900,-4.212,237.738,410.855
-207800,-4.509,237.231,410.622
-207700,-4.479,236.723,410.389
-207600,-4.416,236.216,410.156
-207500,-4.407,235.708,409.923
-207400,-4.478,235.201,409.69
-207300,-4.34,234.693,409.457
-207200,-4.298,234.186,409.224
-207100,-4.32,233.678,408.991
-207000,-4.355,233.171,408.758
-206900,-4.278,232.663,408.814
-206800,-4.531,232.156,408.88
-206700,-4.637,231.649,408.946
-206600,-4.573,231.141,409.012
-206500,-4.397,230.634,409.078
-206400,-4.597,230.126,409.144
-206300,-4.857,229.619,409.21
-206200,-5.026,229.111,409.276
-206100,-4.952,228.865,409.342
-206000,-4.583,229.731,409.408
-205900,-4.4,230.597,409.75
-205800,-4.322,231.464,410.102
-205700,-4.231,232.523,410.454
-205600,-3.993,234.674,410.806
-205500,-3.738,236.826,411.158
-205400,-3.654,238.978,411.51
-205300,-3.683,241.13,411.862
-205200,-3.674,243.281,412.214
-205100,-3.559,244.583,412.566
-205000,-3.256,244.965,412.918
-204900,-2.925,245.346,413.512
-204800,-2.67,245.728,414.114
-204700,-2.703,246.109,414.716
-204600,-2.997,246.491,415.318
-204500,-3.178,246.872,415.92
-204400,-3.246,247.254,416.522
-204300,-2.918,247.635,417.124
-204200,-2.751,247.046,417.726
-204100,-2.927,246.259,418.328
-204000,-3.07,245.471,418.931
-203900,-2.998,244.684,419.724
-203800,-2.89,243.896,420.524
-203700,-2.719,243.109,421.324
-203600,-2.451,242.321,422.124
-203500,-2.538,241.534,422.924
-203400,-2.399,240.746,423.724
-203300,-2.055,239.958,424.524
-203200,-1.946,239.171,425.324
-203100,-2.182,240.206,426.125
-203000,-2.426,241.422,426.925
-202900,-2.425,242.637,427.849
-202800,-2.304,243.853,428.777
-202700,-2.379,245.068,429.705
-202600,-2.538,246.284,430.633
-202500,-2.511,247.499,431.561
-202400,-2.58,248.715,432.489
-202300,-2.443,249.93,433.417
-202200,-1.784,250.968,434.345
-202100,-1.855,250.705,435.273
-202000,-2.213,250.441,436.201
-201900,-2.203,250.178,437.174
-201800,-2.162,249.914,438.148
-201700,-2.154,249.651,439.122
-201600,-2.03,249.387,440.096
-201500,-2.069,249.123,441.07
-201400,-1.856,248.86,442.044
-201300,-1.566,248.596,443.018
-201200,-2.003,248.333,443.992
-201100,-2.605,248.069,444.966
-201000,-2.777,247.806,445.94
-200900,-2.833,247.542,446.872
-200800,-2.824,247.278,447.802
-200700,-2.585,247.015,448.732
-200600,-2.443,246.751,449.662
-200500,-2.203,246.488,450.592
-200400,-2.121,246.224,451.522
-200300,-2.577,245.961,452.452
-200200,-2.977,245.697,453.382
-200100,-2.758,245.433,454.312
-200000,-2.716,245.17,455.242
-199900,-2.945,244.906,456.045
-199800,-2.809,244.643,456.844
-199700,-3.11,244.379,457.643
-199600,-3.498,244.116,458.442
-199500,-3.496,243.852,459.241
-199400,-3.499,243.588,460.04
-199300,-3.69,243.325,460.839
-199200,-3.759,243.061,461.638
-199100,-3.355,242.798,462.437
-199000,-2.989,242.435,463.237
-198900,-3.059,241.773,463.833
-198800,-3.231,241.111,464.423
-198700,-3.235,240.449,465.013
-198600,-3.436,239.788,465.603
-198500,-3.727,239.126,466.193
-198400,-3.808,238.464,466.783
-198300,-3.804,237.802,467.373
-198200,-3.847,237.14,467.963
-198100,-4.023,236.479,468.553
-198000,-4.324,235.817,469.143
-197900,-4.4,235.155,469.472
-197800,-4.443,234.493,469.793
-197700,-4.834,233.832,470.114
-197600,-4.866,233.17,470.435
-197500,-4.814,232.508,470.756
-197400,-4.88,231.846,471.077
-197300,-5.03,231.185,471.398
-197200,-5.143,230.523,471.719
-197100,-4.895,229.861,472.04
-197000,-4.277,229.199,472.361
-196900,-4.286,228.538,472.386
-196800,-4.816,227.876,472.402
-196700,-5.384,227.214,472.418
-196600,-5.446,226.552,472.434
-196500,-5.643,225.89,472.45
-196400,-5.72,225.229,472.466
-196300,-5.688,224.567,472.482
-196200,-5.592,223.905,472.498
-196100,-5.699,223.243,472.514
-196000,-5.757,222.582,472.53
-195900,-5.832,221.92,472.244
-195800,-5.946,221.258,471.95
-195700,-5.893,220.596,471.656
-195600,-5.646,220.083,471.362
-195500,-5.276,220.012,471.068
-195400,-4.902,219.942,470.774
-195300,-4.812,219.872,470.48
-195200,-4.882,219.802,470.186
-195100,-5.094,219.732,469.892
-195000,-5.159,219.662,469.598
-194900,-4.888,219.591,469.025
-194800,-4.258,219.521,468.444
-194700,-4.729,219.451,467.863
-194600,-4.911,219.381,467.282
-194500,-4.729,219.311,466.701
-194400,-4.629,219.241,466.12
-194300,-4.876,219.17,465.539
-194200,-5.193,219.1,464.957
-194100,-5.543,219.03,464.376
-194000,-5.775,218.96,463.795
-193900,-5.884,218.89,462.986
-193800,-5.864,218.82,462.169
-193700,-5.701,218.749,461.353
-193600,-6.059,218.679,460.537
-193500,-6.47,218.609,459.721
-193400,-6.703,218.539,458.905
-193300,-6.335,218.469,458.089
-193200,-6.235,218.399,457.273
-193100,-6.062,218.328,456.457
-193000,-5.755,218.258,455.641
-192900,-5.369,218.188,454.666
-192800,-5.814,218.118,453.687
-192700,-5.991,218.048,452.708
-192600,-5.963,218.274,451.729
-192500,-5.826,219.131,450.75
-192400,-5.558,219.989,449.771
-192300,-5.186,220.846,448.792
-192200,-4.928,221.703,447.813
-192100,-4.874,222.56,446.834
-192000,-5.042,223.417,445.855
-191900,-5.44,224.274,444.801
-191800,-5.383,225.131,443.744
-191700,-5.469,225.989,442.688
-191600,-5.535,226.846,441.632
-191500,-5.482,227.703,440.576
-191400,-5.353,228.56,439.52
-191300,-5.213,229.417,438.464
-191200,-4.832,230.274,437.408
-191100,-4.159,231.131,436.352
-191000,-3.648,231.497,435.296
-190900,-3.876,231.491,434.25
-190800,-4.549,231.485,433.204
-190700,-4.723,231.479,432.158
-190600,-4.782,231.474,431.111
-190500,-4.827,231.468,430.065
-190400,-5.279,231.462,429.019
-190300,-5.759,231.456,427.973
-190200,-6.083,231.45,426.927
-190100,-6.46,231.444,425.881
-190000,-6.335,231.439,424.835
-189900,-6.152,231.433,423.882
-189800,-6.17,231.427,422.931
-189700,-6.636,231.421,421.98
-189600,-6.927,231.415,421.029
-189500,-7.05,231.41,420.078
-189400,-6.941,231.404,419.126
-189300,-6.493,231.061,418.175
-189200,-6.598,230.092,417.224
-189100,-6.861,229.123,416.273
-189000,-7.178,228.154,415.322
-188900,-7.439,227.184,414.536
-188800,-7.493,226.215,413.754
-188700,-7.659,225.246,412.972
-188600,-7.902,224.277,412.19
-188500,-7.697,223.308,411.408
-188400,-7.728,222.339,410.626
-188300,-7.845,221.37,409.844
-188200,-7.866,220.401,409.062
-188100,-7.381,219.432,408.28
-188000,-7.024,218.463,407.498
-187900,-7.031,217.493,406.936
-187800,-7.33,216.524,406.379
-187700,-7.6,215.555,405.822
-187600,-7.855,214.586,405.265
-187500,-8.105,213.617,404.708
-187400,-7.905,212.648,404.151
-187300,-7.602,211.679,403.593
-187200,-7.273,210.71,403.036
-187100,-7.338,210.366,402.479
-187000,-7.638,210.029,401.922
-186900,-7.968,209.692,401.625
-186800,-8.073,209.355,401.332
-186700,-7.847,209.018,401.04
-186600,-7.815,208.681,400.748
-186500,-8.137,208.344,400.456
-186400,-8.008,208.007,400.164
-186300,-7.962,207.67,399.872
-186200,-7.973,207.333,399.58
-186100,-7.916,206.996,399.288
-186000,-7.768,206.658,398.996
-185900,-7.824,206.321,398.98
-185800,-8.419,205.984,398.97
-185700,-8.627,205.647,398.96
-185600,-8.506,205.31,398.95
-185500,-7.972,204.973,398.94
-185400,-7.812,204.636,398.93
-185300,-7.933,204.299,398.92
-185200,-8.219,203.962,398.91
-185100,-8.128,203.625,398.9
-185000,-7.929,203.364,398.89
-184900,-7.841,203.147,399.155
-184800,-8.168,202.93,399.426
-184700,-8.514,202.714,399.697
-184600,-8.246,202.497,399.968
-184500,-7.102,202.28,400.239
-184400,-7.304,202.064,400.51
-184300,-7.724,201.847,400.782
-184200,-8.036,201.631,401.053
-184100,-7.816,201.414,401.324
-184000,-7.972,201.197,401.595
-183900,-8.121,200.981,402.121
-183800,-8.199,200.764,402.653
-183700,-8.178,200.547,403.185
-183600,-7.926,200.331,403.717
-183500,-7.725,200.114,404.249
-183400,-8.063,199.898,404.781
-183300,-8.393,200.367,405.313
-183200,-8.333,201.396,405.846
-183100,-7.769,202.426,406.378
-183000,-7.718,203.456,406.91
-182900,-7.503,204.486,407.659
-182800,-7.464,205.516,408.413
-182700,-8.045,206.546,409.167
-182600,-7.794,207.576,409.921
-182500,-7.602,208.606,410.675
-182400,-7.594,209.636,411.429
-182300,-7.944,210.666,412.184
-182200,-7.921,211.696,412.938
-182100,-7.676,212.726,413.692
-182000,-7.27,213.755,414.446
-181900,-7.001,214.785,415.367
-181800,-6.798,215.815,416.292
-181700,-6.735,216.845,417.218
-181600,-6.65,217.609,418.143
-181500,-6.193,217.072,419.068
-181400,-5.86,216.535,419.993
-181300,-6.547,215.998,420.918
-181200,-6.79,215.461,421.843
-181100,-6.399,214.924,422.768
-181000,-5.691,214.387,423.693
-180900,-5.338,213.85,424.722
-180800,-5.584,213.313,425.753
-180700,-5.64,213.005,426.784
-180600,-5.678,212.758,427.815
-180500,-5.99,212.512,428.846
-180400,-6.406,212.265,429.877
-180300,-6.282,212.018,430.908
-180200,-6.34,211.771,431.94
-180100,-6.343,211.525,432.971
-180000,-6.365,211.278,434.002
-179900,-6.095,211.031,435.066
-179800,-5.457,210.784,436.131
-179700,-5.34,210.538,437.196
-179600,-6.013,210.291,438.261
-179500,-6.633,210.044,439.326
-179400,-6.922,209.797,440.391
-179300,-6.882,209.551,441.457
-179200,-6.666,209.304,442.522
-179100,-6.763,209.057,443.587
-179000,-7.3,208.81,444.652
-178900,-7.909,208.564,445.68
-178800,-8.335,208.317,446.708
-178700,-8.285,208.07,447.737
-178600,-8.194,207.823,448.765
-178500,-8.166,207.314,449.793
-178400,-8.12,206.542,450.821
-178300,-7.71,205.769,451.849
-178200,-7.391,204.997,452.877
-178100,-7.175,204.225,453.905
-178000,-7.043,203.453,454.933
-177900,-6.94,202.68,455.856
-177800,-7.334,201.908,456.777
-177700,-7.417,201.136,457.698
-177600,-7.234,200.363,458.619
-177500,-6.915,199.591,459.54
-177400,-6.882,198.819,460.461
-177300,-7.014,198.047,461.382
-177200,-7.071,197.274,462.303
-177100,-7.216,196.502,463.224
-177000,-7.455,195.73,464.145
-176900,-7.22,194.958,464.903
-176800,-7.428,194.185,465.658
-176700,-7.558,193.413,466.413
-176600,-7.561,192.641,467.168
-176500,-7.499,191.869,467.923
-176400,-7.366,191.096,468.678
-176300,-7.46,190.324,469.433
-176200,-7.446,190.117,470.188
-176100,-7.229,190.141,470.943
-176000,-7.221,190.165,471.698
-175900,-7.06,190.189,472.246
-175800,-6.472,190.213,472.79
-175700,-6.06,190.237,473.334
-175600,-6.378,190.262,473.878
-175500,-7.22,190.286,474.422
-175400,-6.887,190.406,474.966
-175300,-6.353,190.669,475.51
-175200,-6.149,190.933,476.054
-175100,-6.088,191.197,476.598
-175000,-5.99,191.46,477.142
-174900,-5.98,191.724,477.451
-174800,-6.264,191.988,477.756
-174700,-6.109,192.252,478.061
-174600,-5.983,192.515,478.366
-174500,-5.995,192.779,478.671
-174400,-6.102,193.043,478.976
-174300,-6.389,193.306,479.281
-174200,-6.766,193.57,479.586
-174100,-6.819,193.834,479.891
-174000,-6.007,194.098,480.196
-173900,-5.778,194.361,480.259
-173800,-6.108,194.625,480.319
-173700,-6.725,194.889,480.379
-173600,-7.072,195.152,480.439
-173500,-6.983,195.416,480.499
-173400,-7.106,195.68,480.559
-173300,-6.935,195.944,480.619
-173200,-7.148,196.207,480.679
-173100,-7.482,196.471,480.739
-173000,-7.675,196.735,480.799
-172900,-7.51,196.998,480.626
-172800,-7.613,197.262,480.45
-172700,-7.593,197.526,480.274
-172600,-7.549,197.79,480.098
-172500,-7.634,197.804,479.922
-172400,-8.107,197.807,479.746
-172300,-8.147,197.811,479.57
-172200,-8.102,197.815,479.394
-172100,-7.95,197.818,479.218
-172000,-7.632,197.822,479.042
-171900,-7.172,197.826,478.66
-171800,-6.947,197.829,478.275
-171700,-7.141,197.833,477.89
-171600,-7.046,197.837,477.505
-171500,-6.252,197.84,477.12
-171400,-6.196,197.844,476.735
-171300,-6.92,197.848,476.35
-171200,-7.696,197.851,475.965
-171100,-7.471,197.855,475.58
-171000,-6.874,197.859,475.195
-170900,-6.728,197.862,474.642
-170800,-7.24,197.866,474.087
-170700,-6.907,197.87,473.532
-170600,-6.273,197.873,472.977
-170500,-6.158,197.877,472.422
-170400,-6.46,197.881,471.867
-170300,-6.908,197.884,471.312
-170200,-7.249,197.888,470.757
-170100,-7.007,197.892,470.202
-170000,-6.668,197.895,469.647
-169900,-6.794,197.899,468.971
-169800,-6.642,197.685,468.294
-169700,-6.184,197.378,467.617
-169600,-5.564,197.071,466.94
-169500,-5.293,196.764,466.263
-169400,-5.918,196.457,465.586
-169300,-6.295,196.15,464.909
-169200,-6.33,195.843,464.232
-169100,-6.33,195.536,463.555
-169000,-6.531,195.229,462.878
-168900,-6.881,194.922,462.129
-168800,-6.997,194.615,461.38
-168700,-6.863,194.307,460.631
-168600,-6.747,194,459.882
-168500,-6.885,193.693,459.133
-168400,-6.642,193.386,458.384
-168300,-6.644,193.079,457.635
-168200,-6.962,192.772,456.886
-168100,-7.341,192.465,456.137
-168000,-7.664,192.158,455.388
-167900,-7.909,191.851,454.619
-167800,-8.037,191.544,453.85
-167700,-7.986,191.237,453.081
-167600,-7.96,190.93,452.312
-167500,-7.898,190.623,451.543
-167400,-7.786,190.316,450.774
-167300,-7.971,190.009,450.005
-167200,-8.176,189.702,449.236
-167100,-8.349,189.395,448.467
-167000,-8.275,189.088,447.698
-166900,-7.826,188.78,446.953
-166800,-7.89,188.473,446.209
-166700,-7.727,188.166,445.465
-166600,-7.992,187.859,444.721
-166500,-8.275,187.552,443.977
-166400,-8.143,187.245,443.233
