dates,reservoir,volume (%),rain (mm/dia)
10/19/2007,Cantareira,29.2,0.6
10/20/2007,Cantareira,29,3
10/21/2007,Cantareira,28.7,0
10/22/2007,Cantareira,28.5,8.8
10/23/2007,Cantareira,28.3,0
10/24/2007,Cantareira,28.1,3.6
10/25/2007,Cantareira,28.3,40.2
10/26/2007,Cantareira,28.5,8.3
10/27/2007,Cantareira,28.5,0
10/28/2007,Cantareira,28.4,5.1
10/29/2007,Cantareira,28.3,0
10/30/2007,Cantareira,28.1,0.3
10/31/2007,Cantareira,27.9,0
11/1/2007,Cantareira,27.8,8.7
11/2/2007,Cantareira,28.1,48
11/3/2007,Cantareira,28.5,26.6
11/4/2007,Cantareira,29.1,28.2
11/5/2007,Cantareira,29.9,24.3
11/6/2007,Cantareira,30.3,1
11/7/2007,Cantareira,30.5,3.1
11/8/2007,Cantareira,30.5,0.3
11/9/2007,Cantareira,30.9,34.9
11/10/2007,Cantareira,30.9,0.7
11/11/2007,Cantareira,31.3,16.2
11/12/2007,Cantareira,31.6,9.6
11/13/2007,Cantareira,31.6,0
11/14/2007,Cantareira,31.7,0
11/15/2007,Cantareira,31.8,6.4
11/16/2007,Cantareira,31.8,6.7
11/17/2007,Cantareira,31.9,0
11/18/2007,Cantareira,31.9,0
11/19/2007,Cantareira,31.9,0
11/20/2007,Cantareira,32.3,26.8
11/21/2007,Cantareira,32.3,0
11/22/2007,Cantareira,32.3,0
11/23/2007,Cantareira,32.1,0
11/24/2007,Cantareira,32,0
11/25/2007,Cantareira,31.9,0
11/26/2007,Cantareira,31.8,0.2
11/27/2007,Cantareira,31.9,11.9
11/28/2007,Cantareira,31.9,0
11/29/2007,Cantareira,31.8,0
11/30/2007,Cantareira,31.7,0
12/1/2007,Cantareira,31.5,0
12/2/2007,Cantareira,31.4,0
12/3/2007,Cantareira,31.3,0
12/4/2007,Cantareira,31,0
12/5/2007,Cantareira,30.9,6.9
12/6/2007,Cantareira,30.7,5
12/7/2007,Cantareira,30.9,32.3
12/8/2007,Cantareira,31.2,14.7
12/9/2007,Cantareira,31.1,0
12/10/2007,Cantareira,31.2,5.1
12/11/2007,Cantareira,31.2,4.2
12/12/2007,Cantareira,31.1,6.5
12/13/2007,Cantareira,31.3,19
12/14/2007,Cantareira,31.4,1.2
12/15/2007,Cantareira,31.4,1.5
12/16/2007,Cantareira,31.5,0
12/17/2007,Cantareira,31.5,0
12/18/2007,Cantareira,31.5,0
12/19/2007,Cantareira,31.4,1.1
12/20/2007,Cantareira,31.9,40.9
12/21/2007,Cantareira,32.2,18.8
12/22/2007,Cantareira,32.5,1.2
12/23/2007,Cantareira,32.7,0
12/24/2007,Cantareira,32.9,1.3
12/25/2007,Cantareira,32.8,0
12/26/2007,Cantareira,32.9,5.9
12/27/2007,Cantareira,32.9,0
12/28/2007,Cantareira,32.8,0
12/29/2007,Cantareira,32.7,0
12/30/2007,Cantareira,32.6,0
12/31/2007,Cantareira,32.6,0
1/1/2008,Cantareira,32.5,0
1/2/2008,Cantareira,32.4,0.6
1/3/2008,Cantareira,32.3,9.2
1/4/2008,Cantareira,32.3,2.3
1/5/2008,Cantareira,32.2,3.7
1/6/2008,Cantareira,32.3,16.2
1/7/2008,Cantareira,32.3,3.4
1/8/2008,Cantareira,32.4,0.8
1/9/2008,Cantareira,32.3,10.3
1/10/2008,Cantareira,32.3,0
1/11/2008,Cantareira,32.2,0
1/12/2008,Cantareira,32.1,0.1
1/13/2008,Cantareira,32.2,17.1
1/14/2008,Cantareira,32.3,12.5
1/15/2008,Cantareira,32.6,31.9
1/16/2008,Cantareira,32.6,0.8
1/17/2008,Cantareira,32.6,4.1
1/18/2008,Cantareira,32.8,28.7
1/19/2008,Cantareira,33.2,1.1
1/20/2008,Cantareira,33.7,25.8
1/21/2008,Cantareira,34.3,16
1/22/2008,Cantareira,34.7,3.8
1/23/2008,Cantareira,34.9,0.2
1/24/2008,Cantareira,35,0
1/25/2008,Cantareira,35.1,0
1/26/2008,Cantareira,35.2,0.2
1/27/2008,Cantareira,35.2,0.1
1/28/2008,Cantareira,35.3,0.8
1/29/2008,Cantareira,35.3,8.8
1/30/2008,Cantareira,36.2,38.6
1/31/2008,Cantareira,36.9,5.6
2/1/2008,Cantareira,37.4,2.8
2/2/2008,Cantareira,37.7,1.2
2/3/2008,Cantareira,38.1,13.1
2/4/2008,Cantareira,38.5,9.5
2/5/2008,Cantareira,38.9,0
2/6/2008,Cantareira,39.2,13.6
2/7/2008,Cantareira,39.4,4.2
2/8/2008,Cantareira,39.7,20.4
2/9/2008,Cantareira,39.8,0
2/10/2008,Cantareira,40,8.3
2/11/2008,Cantareira,40.1,3.7
2/12/2008,Cantareira,40.1,0.6
2/13/2008,Cantareira,40.4,17.5
2/14/2008,Cantareira,40.6,0
2/15/2008,Cantareira,40.8,4.8
2/16/2008,Cantareira,41,0.8
2/17/2008,Cantareira,41.1,9.3
2/18/2008,Cantareira,41.2,3.7
2/19/2008,Cantareira,41.6,5.2
2/20/2008,Cantareira,41.8,4.5
2/21/2008,Cantareira,42,13.8
2/22/2008,Cantareira,42.4,5.5
2/23/2008,Cantareira,42.7,0
2/24/2008,Cantareira,42.8,0.8
2/25/2008,Cantareira,43.2,25.2
2/26/2008,Cantareira,43.4,0
2/27/2008,Cantareira,43.5,0.2
2/28/2008,Cantareira,43.5,0
2/29/2008,Cantareira,43.6,0
3/1/2008,Cantareira,43.7,1.8
3/2/2008,Cantareira,43.9,13
3/3/2008,Cantareira,44,2.4
3/4/2008,Cantareira,44.2,0
3/5/2008,Cantareira,44.2,0
3/6/2008,Cantareira,44.2,0
3/7/2008,Cantareira,44.2,0
3/8/2008,Cantareira,44.3,13.7
3/9/2008,Cantareira,44.5,8.8
3/10/2008,Cantareira,44.9,19.3
3/11/2008,Cantareira,45,0.1
3/12/2008,Cantareira,45.2,19.2
3/13/2008,Cantareira,45.5,24.5
3/14/2008,Cantareira,46.3,26.3
3/15/2008,Cantareira,46.9,0.9
3/16/2008,Cantareira,47.2,5.6
3/17/2008,Cantareira,47.6,17.2
3/18/2008,Cantareira,49.1,36.3
3/19/2008,Cantareira,50,0.1
3/20/2008,Cantareira,50.5,0
3/21/2008,Cantareira,51,0.6
3/22/2008,Cantareira,51.2,0.4
3/23/2008,Cantareira,51.4,2.5
3/24/2008,Cantareira,51.7,5.3
3/25/2008,Cantareira,52.1,8.4
3/26/2008,Cantareira,52.3,0.1
3/27/2008,Cantareira,52.4,0.1
3/28/2008,Cantareira,52.7,2.8
3/29/2008,Cantareira,52.9,0
3/30/2008,Cantareira,52.9,0.9
3/31/2008,Cantareira,53,0.2
4/1/2008,Cantareira,53.1,0.1
4/2/2008,Cantareira,53.2,0
4/3/2008,Cantareira,53.2,3.2
4/4/2008,Cantareira,53.4,7.4
4/5/2008,Cantareira,53.4,0
4/6/2008,Cantareira,53.6,0
4/7/2008,Cantareira,53.9,23.7
4/8/2008,Cantareira,54.3,0.6
4/9/2008,Cantareira,54.8,43.1
4/10/2008,Cantareira,55.1,1.6
4/11/2008,Cantareira,55.7,28.4
4/12/2008,Cantareira,56,2.4
4/13/2008,Cantareira,56.5,11.5
4/14/2008,Cantareira,56.7,3.3
4/15/2008,Cantareira,57,15.7
4/16/2008,Cantareira,57.5,0.3
4/17/2008,Cantareira,57.7,0.3
4/18/2008,Cantareira,57.9,0
4/19/2008,Cantareira,58,0.3
4/20/2008,Cantareira,58.2,2.3
4/21/2008,Cantareira,58.6,19.5
4/22/2008,Cantareira,58.8,6.4
4/23/2008,Cantareira,59.1,4.2
4/24/2008,Cantareira,59.3,0.2
4/25/2008,Cantareira,59.4,0.3
4/26/2008,Cantareira,59.4,0.4
4/27/2008,Cantareira,59.5,0.4
4/28/2008,Cantareira,59.6,0.2
4/29/2008,Cantareira,59.6,0.5
4/30/2008,Cantareira,60.2,26.8
5/1/2008,Cantareira,60.4,0.3
5/2/2008,Cantareira,60.6,0.4
5/3/2008,Cantareira,61.6,46.9
5/4/2008,Cantareira,62.1,0.1
5/5/2008,Cantareira,62.3,0
5/6/2008,Cantareira,62.4,0.2
5/7/2008,Cantareira,62.4,0.2
5/8/2008,Cantareira,62.8,0.1
5/9/2008,Cantareira,62.9,0
5/10/2008,Cantareira,62.9,0
5/11/2008,Cantareira,62.9,0
5/12/2008,Cantareira,62.9,0
5/13/2008,Cantareira,63,0
5/14/2008,Cantareira,63,0.1
5/15/2008,Cantareira,63.1,0.1
5/16/2008,Cantareira,63.1,0.1
5/17/2008,Cantareira,63.1,0.1
5/18/2008,Cantareira,63.1,0
5/19/2008,Cantareira,63.2,0.1
5/20/2008,Cantareira,63.2,0.1
5/21/2008,Cantareira,63.1,0.1
5/22/2008,Cantareira,63.1,0.1
5/23/2008,Cantareira,63.1,0
5/24/2008,Cantareira,63.1,0.1
5/25/2008,Cantareira,63,0
5/26/2008,Cantareira,63.1,0.1
5/27/2008,Cantareira,63,0.1
5/28/2008,Cantareira,63,0.1
5/29/2008,Cantareira,63,0.1
5/30/2008,Cantareira,63,2
5/31/2008,Cantareira,63,5.9
6/1/2008,Cantareira,63.2,27
6/2/2008,Cantareira,63.4,0.4
6/3/2008,Cantareira,63.4,0
6/4/2008,Cantareira,63.6,19.9
6/5/2008,Cantareira,64.1,10.1
6/6/2008,Cantareira,64.2,0.1
6/7/2008,Cantareira,64.3,0.1
6/8/2008,Cantareira,64.3,0
6/9/2008,Cantareira,64.3,0.1
6/10/2008,Cantareira,64.3,0
6/11/2008,Cantareira,64.3,0
6/12/2008,Cantareira,64.2,0
6/13/2008,Cantareira,64.2,0.8
6/14/2008,Cantareira,64.1,0
6/15/2008,Cantareira,64.1,0
6/16/2008,Cantareira,64.2,10.5
6/17/2008,Cantareira,64.2,0
6/18/2008,Cantareira,64.2,0
6/19/2008,Cantareira,64.1,0.1
6/20/2008,Cantareira,64.1,0.1
6/21/2008,Cantareira,64.1,0
6/22/2008,Cantareira,64,2.3
6/23/2008,Cantareira,64,0
6/24/2008,Cantareira,64,0.3
6/25/2008,Cantareira,63.9,0.2
6/26/2008,Cantareira,63.9,0
6/27/2008,Cantareira,63.9,0
6/28/2008,Cantareira,63.8,0.1
6/29/2008,Cantareira,63.8,0.2
6/30/2008,Cantareira,63.7,0
7/1/2008,Cantareira,63.6,0.1
7/2/2008,Cantareira,63.6,0
7/3/2008,Cantareira,63.5,0
7/4/2008,Cantareira,63.5,0
7/5/2008,Cantareira,63.4,0
7/6/2008,Cantareira,63.3,0
7/7/2008,Cantareira,63.3,0.1
7/8/2008,Cantareira,63.2,0
7/9/2008,Cantareira,63.1,0
7/10/2008,Cantareira,63,0
7/11/2008,Cantareira,62.9,0
7/12/2008,Cantareira,62.8,0
7/13/2008,Cantareira,62.8,0
7/14/2008,Cantareira,62.7,0.1
7/15/2008,Cantareira,62.6,0.1
7/16/2008,Cantareira,62.5,0.1
7/17/2008,Cantareira,62.4,0
7/18/2008,Cantareira,62.3,0.1
7/19/2008,Cantareira,62.1,0
7/20/2008,Cantareira,62,0.1
7/21/2008,Cantareira,61.9,0.1
7/22/2008,Cantareira,61.8,0
7/23/2008,Cantareira,61.7,0
7/24/2008,Cantareira,61.5,0
7/25/2008,Cantareira,61.4,0
7/26/2008,Cantareira,61.3,0
7/27/2008,Cantareira,61.2,0
7/28/2008,Cantareira,61.1,0
7/29/2008,Cantareira,60.9,0
7/30/2008,Cantareira,60.7,0
7/31/2008,Cantareira,60.5,0
8/1/2008,Cantareira,60.3,0
8/2/2008,Cantareira,60.1,0
8/3/2008,Cantareira,60.1,3.8
8/4/2008,Cantareira,60.1,15.6
8/5/2008,Cantareira,60,0
8/6/2008,Cantareira,60,2.9
8/7/2008,Cantareira,59.9,0.2
8/8/2008,Cantareira,60.2,37.7
8/9/2008,Cantareira,60.3,7.3
8/10/2008,Cantareira,60.4,9.8
8/11/2008,Cantareira,60.5,0
8/12/2008,Cantareira,60.4,0
8/13/2008,Cantareira,60.3,0
8/14/2008,Cantareira,60.2,0
8/15/2008,Cantareira,60.1,0
8/16/2008,Cantareira,60,0
8/17/2008,Cantareira,59.9,0.1
8/18/2008,Cantareira,59.8,0
8/19/2008,Cantareira,59.6,0
8/20/2008,Cantareira,59.5,0.1
8/21/2008,Cantareira,59.4,0
8/22/2008,Cantareira,59.2,0
8/23/2008,Cantareira,59,0
8/24/2008,Cantareira,58.9,0
8/25/2008,Cantareira,58.8,0
8/26/2008,Cantareira,58.7,0
8/27/2008,Cantareira,58.5,0
8/28/2008,Cantareira,58.3,0
8/29/2008,Cantareira,58.1,0
8/30/2008,Cantareira,57.9,6.5
8/31/2008,Cantareira,57.8,0.1
9/1/2008,Cantareira,57.7,0
9/2/2008,Cantareira,57.4,0
9/3/2008,Cantareira,57.3,0
9/4/2008,Cantareira,57.1,0
9/5/2008,Cantareira,56.8,0
9/6/2008,Cantareira,56.6,0
9/7/2008,Cantareira,56.4,0.1
9/8/2008,Cantareira,56.2,0.1
9/9/2008,Cantareira,56,0
9/10/2008,Cantareira,55.8,0.2
9/11/2008,Cantareira,55.6,0
9/12/2008,Cantareira,55.3,0
9/13/2008,Cantareira,55.1,0
9/14/2008,Cantareira,54.9,8.7
9/15/2008,Cantareira,54.8,0
9/16/2008,Cantareira,54.6,0
9/17/2008,Cantareira,54.4,0
9/18/2008,Cantareira,54.1,0
9/19/2008,Cantareira,53.9,0
9/20/2008,Cantareira,53.7,0
9/21/2008,Cantareira,53.5,10.7
9/22/2008,Cantareira,53.5,9
9/23/2008,Cantareira,53.4,0
9/24/2008,Cantareira,53.3,0
9/25/2008,Cantareira,53.2,0.1
9/26/2008,Cantareira,53,2.6
9/27/2008,Cantareira,52.9,3.4
9/28/2008,Cantareira,52.7,0.5
9/29/2008,Cantareira,52.6,0
9/30/2008,Cantareira,52.6,0
10/1/2008,Cantareira,52.4,0
10/2/2008,Cantareira,52.5,32.9
10/3/2008,Cantareira,52.4,0.1
10/4/2008,Cantareira,52.3,0
10/5/2008,Cantareira,52.2,5.2
10/6/2008,Cantareira,52.1,9.7
10/7/2008,Cantareira,52.2,10.2
10/8/2008,Cantareira,52.1,0.5
10/9/2008,Cantareira,52,1
10/10/2008,Cantareira,51.9,0
10/11/2008,Cantareira,51.8,0
10/12/2008,Cantareira,51.7,0.8
10/13/2008,Cantareira,51.6,1.2
10/14/2008,Cantareira,51.4,0
10/15/2008,Cantareira,51.1,0
10/16/2008,Cantareira,50.9,0
10/17/2008,Cantareira,50.7,9.7
10/18/2008,Cantareira,50.6,0
10/19/2008,Cantareira,50.5,21.1
10/20/2008,Cantareira,50.6,2.8
10/21/2008,Cantareira,50.4,0
10/22/2008,Cantareira,50.3,1.3
10/23/2008,Cantareira,50.1,0.3
10/24/2008,Cantareira,50,20
10/25/2008,Cantareira,49.8,0
10/26/2008,Cantareira,49.6,1.5
10/27/2008,Cantareira,49.4,0
10/28/2008,Cantareira,49.2,0.1
10/29/2008,Cantareira,49,0
10/30/2008,Cantareira,49.3,56.8
10/31/2008,Cantareira,49.3,0.1
11/1/2008,Cantareira,49.2,0.1
11/2/2008,Cantareira,49.1,0
11/3/2008,Cantareira,49,6.3
11/4/2008,Cantareira,48.9,0.1
11/5/2008,Cantareira,48.7,0
11/6/2008,Cantareira,48.6,0
11/7/2008,Cantareira,48.5,15.3
11/8/2008,Cantareira,48.6,22.2
11/9/2008,Cantareira,48.8,0
11/10/2008,Cantareira,48.7,0
11/11/2008,Cantareira,49,20
11/12/2008,Cantareira,48.9,0.1
11/13/2008,Cantareira,48.9,20.3
11/14/2008,Cantareira,49,1.6
11/15/2008,Cantareira,49.1,7.6
11/16/2008,Cantareira,49.1,0.3
11/17/2008,Cantareira,49.1,1.2
11/18/2008,Cantareira,49,1.6
11/19/2008,Cantareira,48.9,0.7
11/20/2008,Cantareira,48.8,0
11/21/2008,Cantareira,48.7,0
11/22/2008,Cantareira,48.6,3.8
11/23/2008,Cantareira,48.6,8.7
11/24/2008,Cantareira,48.6,15
11/25/2008,Cantareira,48.7,14.3
11/26/2008,Cantareira,48.7,1.6
11/27/2008,Cantareira,48.7,5.3
11/28/2008,Cantareira,48.7,5.9
11/29/2008,Cantareira,48.7,0.1
11/30/2008,Cantareira,48.7,0
12/1/2008,Cantareira,48.6,0
12/2/2008,Cantareira,48.5,1.5
12/3/2008,Cantareira,48.6,18
12/4/2008,Cantareira,48.5,0.4
12/5/2008,Cantareira,48.4,0
12/6/2008,Cantareira,48.2,0
12/7/2008,Cantareira,48.1,0
12/8/2008,Cantareira,48,0
12/9/2008,Cantareira,47.9,0
12/10/2008,Cantareira,47.7,0
12/11/2008,Cantareira,47.7,18.7
12/12/2008,Cantareira,47.7,9.2
12/13/2008,Cantareira,47.6,1.4
12/14/2008,Cantareira,47.5,0.1
12/15/2008,Cantareira,47.4,5.6
12/16/2008,Cantareira,47.3,0.1
12/17/2008,Cantareira,47.7,32.1
12/18/2008,Cantareira,47.9,0.9
12/19/2008,Cantareira,48,7.1
12/20/2008,Cantareira,48.3,14.6
12/21/2008,Cantareira,48.6,16.8
12/22/2008,Cantareira,49.1,15.6
12/23/2008,Cantareira,49.5,3.9
12/24/2008,Cantareira,49.6,3.3
12/25/2008,Cantareira,49.8,13.1
12/26/2008,Cantareira,50.2,7.9
12/27/2008,Cantareira,50.3,1.1
12/28/2008,Cantareira,50.5,0.1
12/29/2008,Cantareira,50.6,0.1
12/30/2008,Cantareira,50.6,0
12/31/2008,Cantareira,50.6,0
1/1/2009,Cantareira,51.1,34.2
1/2/2009,Cantareira,51.3,2.3
1/3/2009,Cantareira,51.7,22.7
1/4/2009,Cantareira,52,15.1
1/5/2009,Cantareira,52.4,1.8
1/6/2009,Cantareira,52.7,0.2
1/7/2009,Cantareira,52.9,2.5
1/8/2009,Cantareira,53,4
1/9/2009,Cantareira,53.1,0
1/10/2009,Cantareira,53.3,22.2
1/11/2009,Cantareira,53.7,3.6
1/12/2009,Cantareira,53.8,0
1/13/2009,Cantareira,53.8,0
1/14/2009,Cantareira,53.8,6.1
1/15/2009,Cantareira,54.2,31.3
1/16/2009,Cantareira,54.4,0.1
1/17/2009,Cantareira,54.8,16.1
1/18/2009,Cantareira,55.2,8.6
1/19/2009,Cantareira,55.5,8.9
1/20/2009,Cantareira,55.7,0
1/21/2009,Cantareira,55.8,5.5
1/22/2009,Cantareira,55.9,2.5
1/23/2009,Cantareira,56.1,1.8
1/24/2009,Cantareira,56.3,0.2
1/25/2009,Cantareira,56.5,0.3
1/26/2009,Cantareira,57.3,35.8
1/27/2009,Cantareira,57.9,2.7
1/28/2009,Cantareira,58.3,11.2
1/29/2009,Cantareira,58.8,12.2
1/30/2009,Cantareira,59.5,24.4
1/31/2009,Cantareira,60.4,18.3
2/1/2009,Cantareira,60.8,0.4
2/2/2009,Cantareira,61.2,0
2/3/2009,Cantareira,61.6,3
2/4/2009,Cantareira,62,17.8
2/5/2009,Cantareira,62.5,8.2
2/6/2009,Cantareira,62.8,2.3
2/7/2009,Cantareira,63,0
2/8/2009,Cantareira,63.5,17.8
2/9/2009,Cantareira,64,15.8
2/10/2009,Cantareira,64.4,10.3
2/11/2009,Cantareira,64.9,10.5
2/12/2009,Cantareira,65.7,14.4
2/13/2009,Cantareira,66.3,5.7
2/14/2009,Cantareira,66.8,0.2
2/15/2009,Cantareira,68.2,44.6
2/16/2009,Cantareira,69.6,15.9
2/17/2009,Cantareira,71.5,0
2/18/2009,Cantareira,72.5,0
2/19/2009,Cantareira,73.1,0
2/20/2009,Cantareira,73.5,0
2/21/2009,Cantareira,73.7,0
2/22/2009,Cantareira,74,0
2/23/2009,Cantareira,74.3,1.1
2/24/2009,Cantareira,74.9,28.5
2/25/2009,Cantareira,75.7,13.1
2/26/2009,Cantareira,76.1,3.2
2/27/2009,Cantareira,76.5,13.4
2/28/2009,Cantareira,77.3,7
3/1/2009,Cantareira,77.6,0
3/2/2009,Cantareira,77.9,0.6
3/3/2009,Cantareira,78,0
3/4/2009,Cantareira,78.2,0.4
3/5/2009,Cantareira,78.3,1.3
3/6/2009,Cantareira,78.3,0
3/7/2009,Cantareira,78.4,0
3/8/2009,Cantareira,78.4,0
3/9/2009,Cantareira,78.6,13.1
3/10/2009,Cantareira,79,14.9
3/11/2009,Cantareira,79.2,10.6
3/12/2009,Cantareira,79.5,5.6
3/13/2009,Cantareira,79.8,14.5
3/14/2009,Cantareira,80.3,23.7
3/15/2009,Cantareira,80.7,0.1
3/16/2009,Cantareira,81,0.8
3/17/2009,Cantareira,81.2,0
3/18/2009,Cantareira,82.2,41.3
3/19/2009,Cantareira,83.1,9.1
3/20/2009,Cantareira,83.6,0
3/21/2009,Cantareira,84,0
3/22/2009,Cantareira,84.3,3.7
3/23/2009,Cantareira,84.5,2.6
3/24/2009,Cantareira,84.8,0
3/25/2009,Cantareira,85.1,0
3/26/2009,Cantareira,85.2,0
3/27/2009,Cantareira,85.4,0
3/28/2009,Cantareira,85.5,2.3
3/29/2009,Cantareira,85.8,16.1
3/30/2009,Cantareira,86.1,0.2
3/31/2009,Cantareira,86.3,1.2
4/1/2009,Cantareira,86.5,0
4/2/2009,Cantareira,86.5,0
4/3/2009,Cantareira,86.6,0
4/4/2009,Cantareira,86.7,0
4/5/2009,Cantareira,86.8,0.4
4/6/2009,Cantareira,87,17.9
4/7/2009,Cantareira,87.4,16.3
4/8/2009,Cantareira,87.7,0.6
4/9/2009,Cantareira,87.9,0.1
4/10/2009,Cantareira,87.9,0
4/11/2009,Cantareira,88,0
4/12/2009,Cantareira,88,0
4/13/2009,Cantareira,88.1,0
4/14/2009,Cantareira,88.3,27.8
4/15/2009,Cantareira,88.3,0
4/16/2009,Cantareira,88.3,0.4
4/17/2009,Cantareira,88.4,0
4/18/2009,Cantareira,88.4,0
4/19/2009,Cantareira,88.4,0.1
4/20/2009,Cantareira,88.4,0.1
4/21/2009,Cantareira,88.4,0
4/22/2009,Cantareira,88.3,0
4/23/2009,Cantareira,88.2,0
4/24/2009,Cantareira,88.3,11
4/25/2009,Cantareira,88.3,0.9
4/26/2009,Cantareira,88.3,0
4/27/2009,Cantareira,88.3,0.1
4/28/2009,Cantareira,88.3,0.8
4/29/2009,Cantareira,88.2,0
4/30/2009,Cantareira,88.2,0.1
5/1/2009,Cantareira,88.1,0
5/2/2009,Cantareira,88,0
5/3/2009,Cantareira,88,0
5/4/2009,Cantareira,88,0.6
5/5/2009,Cantareira,87.9,9
5/6/2009,Cantareira,87.8,0
5/7/2009,Cantareira,87.7,0.1
5/8/2009,Cantareira,87.6,0
5/9/2009,Cantareira,87.5,0
5/10/2009,Cantareira,87.6,19.6
5/11/2009,Cantareira,87.7,5.6
5/12/2009,Cantareira,87.7,0.1
5/13/2009,Cantareira,87.7,0.1
5/14/2009,Cantareira,87.6,0.1
5/15/2009,Cantareira,87.6,14
5/16/2009,Cantareira,87.7,4.8
5/17/2009,Cantareira,87.7,0
5/18/2009,Cantareira,87.6,0.1
5/19/2009,Cantareira,87.6,0.1
5/20/2009,Cantareira,87.5,0
5/21/2009,Cantareira,87.4,0.1
5/22/2009,Cantareira,87.4,0.1
5/23/2009,Cantareira,87.3,0
5/24/2009,Cantareira,87.2,0.1
5/25/2009,Cantareira,87.1,0.1
5/26/2009,Cantareira,87,0.1
5/27/2009,Cantareira,87,0.9
5/28/2009,Cantareira,87,2.7
5/29/2009,Cantareira,86.9,0.6
5/30/2009,Cantareira,86.8,0.1
5/31/2009,Cantareira,86.8,0
6/1/2009,Cantareira,86.8,9.6
6/2/2009,Cantareira,86.7,0
6/3/2009,Cantareira,86.6,0.1
6/4/2009,Cantareira,86.5,0
6/5/2009,Cantareira,86.3,0.1
6/6/2009,Cantareira,86.2,1.3
6/7/2009,Cantareira,86.1,0
6/8/2009,Cantareira,86.1,0
6/9/2009,Cantareira,85.9,0.1
6/10/2009,Cantareira,85.8,0
6/11/2009,Cantareira,85.9,35
6/12/2009,Cantareira,86,1.1
6/13/2009,Cantareira,86,3.2
6/14/2009,Cantareira,86,0
6/15/2009,Cantareira,85.9,0
6/16/2009,Cantareira,85.8,0.1
6/17/2009,Cantareira,85.7,0.1
6/18/2009,Cantareira,85.6,0
6/19/2009,Cantareira,85.5,0
6/20/2009,Cantareira,85.4,0.1
6/21/2009,Cantareira,85.2,0.1
6/22/2009,Cantareira,85.2,0
6/23/2009,Cantareira,85,0.1
6/24/2009,Cantareira,84.8,0.1
6/25/2009,Cantareira,84.7,0.1
6/26/2009,Cantareira,84.8,17.8
6/27/2009,Cantareira,84.8,0.1
6/28/2009,Cantareira,84.8,10.1
6/29/2009,Cantareira,84.9,0.1
6/30/2009,Cantareira,84.9,0.1
7/1/2009,Cantareira,84.7,0
7/2/2009,Cantareira,84.6,0.1
7/3/2009,Cantareira,84.6,14.4
7/4/2009,Cantareira,84.6,0
7/5/2009,Cantareira,84.5,0
7/6/2009,Cantareira,84.4,0
7/7/2009,Cantareira,84.2,0
7/8/2009,Cantareira,84.1,0.1
7/9/2009,Cantareira,84,0.1
7/10/2009,Cantareira,83.8,0
7/11/2009,Cantareira,83.8,10.9
7/12/2009,Cantareira,84,28.8
7/13/2009,Cantareira,84.1,0
7/14/2009,Cantareira,84,0.1
7/15/2009,Cantareira,83.9,0
7/16/2009,Cantareira,83.8,0
7/17/2009,Cantareira,83.7,0
7/18/2009,Cantareira,83.5,0
7/19/2009,Cantareira,83.4,2.7
7/20/2009,Cantareira,83.4,0.1
7/21/2009,Cantareira,83.2,0
7/22/2009,Cantareira,83.1,0
7/23/2009,Cantareira,82.9,0.1
7/24/2009,Cantareira,82.8,9.3
7/25/2009,Cantareira,83.1,32.1
7/26/2009,Cantareira,83.4,6.7
7/27/2009,Cantareira,83.6,4.7
7/28/2009,Cantareira,83.7,1.6
7/29/2009,Cantareira,83.8,18.1
7/30/2009,Cantareira,84.1,11.5
7/31/2009,Cantareira,84.1,0
8/1/2009,Cantareira,84,0.1
8/2/2009,Cantareira,83.9,0
8/3/2009,Cantareira,83.8,0
8/4/2009,Cantareira,83.7,0.5
8/5/2009,Cantareira,83.6,0.1
8/6/2009,Cantareira,83.5,0
8/7/2009,Cantareira,83.4,0
8/8/2009,Cantareira,83.2,0
8/9/2009,Cantareira,83,0
8/10/2009,Cantareira,82.9,0
8/11/2009,Cantareira,82.8,0
8/12/2009,Cantareira,82.7,0
8/13/2009,Cantareira,82.5,0.1
8/14/2009,Cantareira,82.3,0.1
8/15/2009,Cantareira,82.1,0
8/16/2009,Cantareira,82,0
8/17/2009,Cantareira,81.8,0
8/18/2009,Cantareira,81.7,1.1
8/19/2009,Cantareira,81.7,16.1
8/20/2009,Cantareira,81.7,3
8/21/2009,Cantareira,81.7,18
8/22/2009,Cantareira,81.7,0
8/23/2009,Cantareira,81.7,0
8/24/2009,Cantareira,81.6,7
8/25/2009,Cantareira,81.6,1.7
8/26/2009,Cantareira,81.6,0.1
8/27/2009,Cantareira,81.4,0
8/28/2009,Cantareira,81.3,0
8/29/2009,Cantareira,81.1,0
8/30/2009,Cantareira,81,0
8/31/2009,Cantareira,80.8,0
9/1/2009,Cantareira,80.6,0.1
9/2/2009,Cantareira,80.5,0.1
9/3/2009,Cantareira,80.3,0
9/4/2009,Cantareira,80.2,22.9
9/5/2009,Cantareira,80.2,4
9/6/2009,Cantareira,80.1,0.1
9/7/2009,Cantareira,80.1,12.2
9/8/2009,Cantareira,80,0
9/9/2009,Cantareira,80.9,54.4
9/10/2009,Cantareira,81.4,2
9/11/2009,Cantareira,81.6,0
9/12/2009,Cantareira,81.6,0
9/13/2009,Cantareira,81.6,0
9/14/2009,Cantareira,81.5,0
9/15/2009,Cantareira,81.4,3.1
9/16/2009,Cantareira,81.3,0.1
9/17/2009,Cantareira,81.2,0
9/18/2009,Cantareira,81.1,0
